id,text,author
id10870,"It was from this vessel, indeed, that Pope Leo administered the royal unction which made of the hero nomad a Holy Roman Emperor.",HPL
id06445,"Besides, although I was evidently approaching the surface below me, it was with a speed by no means commensurate with the velocity I had at first so horribly conceived.",EAP
id09540,"What boots it to tell of the long, long hours of horror more than mortal, during which I counted the rushing vibrations of the steel Inch by inch line by line with a descent only appreciable at intervals that seemed ages down and still down it came Days passed it might have been that many days passed ere it swept so closely over me as to fan me with its acrid breath.",EAP
id07823,"It is the loveliest thing in creation"" ""What?",EAP
id11880,"After a number of calculations West decided that it represented some secret chamber beneath the tomb of the Averills, where the last interment had been made in .",HPL
id16966,"The chamber was full but there was no Protector; and there was an austere discontent manifest on the countenances of the leaders, and a whispering and busy tattle among the underlings, not less ominous.",MWS
id05279,"The place is a remote, lonely elevation in that part of the Catskills where Dutch civilisation once feebly and transiently penetrated, leaving behind as it receded only a few ruined mansions and a degenerate squatter population inhabiting pitiful hamlets on isolated slopes.",HPL
id16237,"A shudder like the swift passing of an electric shock ran through the house, when Rosse exclaimed, in answer to ""Stands Scotland where it did?""",MWS
id09162,The latter feeling now predominated.,MWS
id27036,"Now this globe of the earth turns upon its own axis revolves spins round these twenty four thousand miles of extent, going from west to east, in precisely twenty four hours.",EAP
id20731,"The points of the compass, too, are in inextricable confusion; the writer appearing to be ignorant that, on a lunar map, these are not in accordance with terrestrial points; the east being to the left, etc. Deceived, perhaps, by the vague titles, Mare Nubium, Mare Tranquillitatis, Mare Faecunditatis, etc., given to the dark spots by former astronomers, Mr. L. has entered into details regarding oceans and other large bodies of water in the moon; whereas there is no astronomical point more positively ascertained than that no such bodies exist there.",EAP
id20920,"For in all that seething combustion no warmth lay, but only the clamminess of death and corruption.",HPL
id25501,"My nerves were very much affected, indeed, by these yells; but the rest of the company I really pitied.",EAP
id16496,But he found that a traveller's life is one that includes much pain amidst its enjoyments.,MWS
id04652,The destruction was complete.,EAP
id00254,"Perhaps one reason though it cannot apply to uninformed strangers is that the natives are now repellently decadent, having gone far along that path of retrogression so common in many New England backwaters.",HPL
id14763,We took our passage on board a vessel bound for Havre de Grace and sailed with a fair wind from the Irish shores.,MWS
id16592,Two months after my aunt's death we removed to London where I was led by my father to attend to deeper studies than had before occupied me.,MWS
id03724,"I attracted my brother's attention by signs, pointed to the floating barrels that came near us, and did everything in my power to make him understand what I was about to do.",EAP
id07408,I lay outstretched where I had fallen from the balloon.,EAP
id16141,"With this he had been inspired by Casimir Perier, whose pert little query ""A quoi un poete est il bon?"" he was in the habit of quoting, with a very droll pronunciation, as the ne plus ultra of logical wit.",EAP
id11072,"A high bred face of masterful though not arrogant expression was adorned by a short iron grey full beard, and an old fashioned pince nez shielded the full, dark eyes and surmounted an aquiline nose which gave a Moorish touch to a physiognomy otherwise dominantly Celtiberian.",HPL
id12639,"Being now assured of her absence, I returned with a palpitating heart to the scene of my disaster.",EAP
id18230,I cannot see a well or a subway entrance without shuddering . . .,HPL
id16001,"I remember still more distinctly, that while he was pronounced by all parties at first sight ""the most remarkable man in the world,"" no person made any attempt at accounting for his opinion.",EAP
id13940,They who dream by day are cognizant of many things which escape those who dream only by night.,EAP
id04675,"Let somebody lead the way I don't know your roads very well, but I've an idea there might be a shorter cut across lots.",HPL
id09461,"The excited countryside immediately connected the horror with the haunted Martense mansion, though the localities were over three miles apart.",HPL
id01346,Ten o'clock found me in some fashionable promenade or other place of public amusement.,EAP
id18622,"The noise was, at length, very effectually silenced by Jupiter, who, getting out of the hole with a dogged air of deliberation, tied the brute's mouth up with one of his suspenders, and then returned, with a grave chuckle, to his task.",EAP
id27026,"He came each day to her abode of penury, and his presence transformed it to a temple redolent with sweets, radiant with heaven's own light; he partook of her delirium.",MWS
id20716,This policy would have suggested.,EAP
id03685,"There were bones badly crushed and splintered, but clearly recognisable as human whose manifestly modern date conflicted puzzlingly with the remote period at which their only possible lurking place, the low, slant floored loft overhead, had supposedly been sealed from all human access.",HPL
id10436,"We landed, and proceeded to Paris.",MWS
id06289,"But decomposition is modified by innumerable circumstances is hastened or retarded by innumerable agencies; for example, by the heat or cold of the season, by the mineral impregnation or purity of the water, by its depth or shallowness, by its currency or stagnation, by the temperament of the body, by its infection or freedom from disease before death.",EAP
id08634,"Grandmothers told strange myths of the Martense spectre; myths concerning the Martense family itself, its queer hereditary dissimilarity of eyes, its long, unnatural annals, and the murder which had cursed it.",HPL
id22001,"Gifted and learned, he took highest honours at Oxford and seemed likely to redeem the intellectual fame of his family.",HPL
id11422,"My companion looked eagerly from one bed to the other, till at the end of the ward she espied, on a wretched bed, a squalid, haggard creature, writhing under the torture of disease.",MWS
id24408,"Upon his person was found a letter, briefly stating his love for Marie, with his design of self destruction.",EAP
id25184,"And in the twilight, as the stars came out one by one and the moon cast on the marsh a radiance like that which a child sees quivering on the floor as he is rocked to sleep at evening, there walked into the lethal quicksands a very old man in tattered purple, crowned with withered vine leaves and gazing ahead as if upon the golden domes of a fair city where dreams are understood.",HPL
id20705,"Mem he'll answer, too.",EAP
id00522,"""Little alteration, except the growth of our dear children, has taken place since you left us.",MWS
id20833,"They ate plentifully of fruit and red berries, and marked not the passing of time, but many years must have slipped away.",HPL
id23374,"I resolved therefore to go from village to village, seeking out the rustic archon of the place, and by systematizing their exertions, and enlightening their views, encrease both their power and their use among their fellow cottagers.",MWS
id05500,"The Athenians saw in him, not as heretofore, the heroic boy or desperate man, who was ready to die for them; but the prudent commander, who for their sakes was careful of his life, and could make his own warrior propensities second to the scheme of conduct policy might point out.",MWS
id04614,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.,MWS
id23122,"Somebody had accosted him in the street, mistaking him for no less a personage than Doctor Dubble L. Dee, the lecturer upon quack physics.",EAP
id17064,"Actually, the horrified pause of the men was of comparatively brief duration.",HPL
id24697,The shutter was kicked open again by the Ourang Outang as it entered the room.,EAP
id22023,It is the person of Ligeia.,EAP
id02948,"The permission was obtained, and we proceeded at once to the Rue Morgue.",EAP
id03355,"We had long regarded the wanderers as vapory creations of inconceivable tenuity, and as altogether incapable of doing injury to our substantial globe, even in the event of contact.",EAP
id04012,"Seize him and unmask him that we may know whom we have to hang at sunrise, from the battlements"" It was in the eastern or blue chamber in which stood the Prince Prospero as he uttered these words.",EAP
id16861,At length they emerged on a muddy road to find the sun coming out.,HPL
id24684,"No defect in the machinery or carelessness in the men had been noticed, yet without warning the ship was racked from end to end with a colossal shock.",HPL
id13527,The last action at which I was present was the taking of .,MWS
id08497,"Perhaps it was at first only the manifest reluctance of my old preceptor to discuss with me my paternal ancestry that gave rise to the terror which I ever felt at the mention of my great house; yet as I grew out of childhood, I was able to piece together disconnected fragments of discourse, let slip from the unwilling tongue which had begun to falter in approaching senility, that had a sort of relation to a certain circumstance which I had always deemed strange, but which now became dimly terrible.",HPL
id07430,"All experience has shown that drowned bodies, or bodies thrown into the water immediately after death by violence, require from six to ten days for decomposition to take place to bring them to the top of the water.",EAP
id12929,"Some instinct warned Armitage that what was taking place was not a thing for unfortified eyes to see, so he brushed back the crowd with authority as he unlocked the vestibule door.",HPL
id09030,"I walked and, I believe, descended, but I presently found a great alteration in my sensations.",MWS
id17473,"Thus awaking from the long night of what seemed, but was not, nonentity, at once into the very regions of fairy land into a palace of imagination into the wild dominions of monastic thought and erudition it is not singular that I gazed around me with a startled and ardent eye that I loitered away my boyhood in books, and dissipated my youth in reverie; but it is singular that as years rolled away, and the noon of manhood found me still in the mansion of my fathers it is wonderful what stagnation there fell upon the springs of my life wonderful how total an inversion took place in the character of my commonest thought.",EAP
id12209,I say that even their exceeding density did not prevent our perceiving this yet we had no glimpse of the moon or stars nor was there any flashing forth of the lightning.,EAP
id14374,"Again her name was syllabled, and she shuddered as she asked herself, am I becoming mad, or am I dying, that I hear the voices of the departed?",MWS
id11738,This his selected task was exchanged for the far different one of encountering the ruin caused by the convulsions of physical nature.,MWS
id11618,"Through the impediments afforded by the number, complexity, and substantiality of the laws of organic life and matter, the violation of law is rendered, to a certain extent, practicable.",EAP
id03192,"I think Professor Angell died because he knew too much, or because he was likely to learn too much.",HPL
id22920,"Its whole interior is apparently filled with wheels, pinions, levers, and other machinery, crowded very closely together, so that the eye can penetrate but a little distance into the mass.",EAP
id08164,I had been reserved for the latter.,EAP
id19830,"He had scarcely finished the sentence, before loud shouts and imprecations were heard beneath the windows; and, immediately afterward, it became evident that some persons outside were endeavoring to gain entrance into the room.",EAP
id22610,"All too well did we trace the sinister lineaments described by the old Arab daemonologist; lineaments, he wrote, drawn from some obscure supernatural manifestation of the souls of those who vexed and gnawed at the dead.",HPL
id25122,We'll have some thing else in the botanical line.,EAP
id03870,I know not how adequately to describe it.,EAP
id16945,"While he spoke, the lady Madeline for so was she called passed slowly through a remote portion of the apartment, and, without having noticed my presence, disappeared.",EAP
id01798,"It was a dark night when I bade her good bye, and taking with me, as aides de camp, the three creditors who had given me so much trouble, we carried the balloon, with the car and accoutrements, by a roundabout way, to the station where the other articles were deposited.",EAP
id23820,"He declared, notwithstanding her harshness, he even called it coldness, that he loved her.",MWS
id24158,"In an absolute phrenzy of wrath, I turned at once upon him who had thus interrupted me, and seized him violently by the collar.",EAP
id26140,It was Ann White who first gave definite shape to the sinister idle talk.,HPL
id08570,"But these smaller and separate tragedies were about to yield to a mightier interest and, while we were promised calm from infectious influences, a tempest arose wilder than the winds, a tempest bred by the passions of man, nourished by his most violent impulses, unexampled and dire.",MWS
id27943,"These regular interruptions to my slumber caused me even less discomfort than I had anticipated; and when I finally arose for the day, it was seven o'clock, and the sun had attained many degrees above the line of my horizon.",EAP
id10072,"He heard my account of the self dissolution of the army with calmness, and then said, ""You know, Verney, my fixed determination not to quit this place, until in the light of day Stamboul is confessedly ours.",MWS
id11345,"Felix soon learned that the treacherous Turk, for whom he and his family endured such unheard of oppression, on discovering that his deliverer was thus reduced to poverty and ruin, became a traitor to good feeling and honour and had quitted Italy with his daughter, insultingly sending Felix a pittance of money to aid him, as he said, in some plan of future maintenance.",MWS
id01504,The longer he gazed the more absorbing became the spell the more impossible did it appear that he could ever withdraw his glance from the fascination of that tapestry.,EAP
id25727,My father had expressed a wish in his letters that she should reside with me at his family mansion which was situated in a beautiful country near Richmond in Yorkshire.,MWS
id01742,Such acts were not wanting to adorn the grim train that waited on the progress of the plague.,MWS
id24515,"Reading the life of Theseus, I was much impressed by that passage telling of the great stone beneath which the boyish hero was to find his tokens of destiny whenever he should become old enough to lift its enormous weight.",HPL
id13719,"I say nothing more than what must be obvious to every dispassionate observer, when I repeat that the circumstance of the articles in question having remained undiscovered, for a longer period than from one Sunday to another, in any thicket in the immediate neighborhood of Paris, is to be looked upon as little less than miraculous.",EAP
id07773,"Barnabas Marsh that runs the refin'ry naow is Obed's grandson by his fust wife son of Onesiphorus, his eldest son, but his mother was another o' them as wa'n't never seed aoutdoors.",HPL
id03539,This would naturally have been the case.,EAP
id25813,"That party, however, could hardly yet be considered a minority in the kingdom, who extolled the ornament of the column, ""the Corinthian capital of polished society;"" they appealed to prejudices without number, to old attachments and young hopes; to the expectation of thousands who might one day become peers; they set up as a scarecrow, the spectre of all that was sordid, mechanic and base in the commercial republics.",MWS
id06534,"The fact is, that each and every one of the Magazines in question, gave Mr. ""Oppodeldoc"" a complete using up, in the ""Monthly Notices to Correspondents.""",EAP
id04260,Hundreds of English residents returned to their own country.,MWS
id11530,She could not disguise to herself that any change would separate her from him; now she saw him each day.,MWS
id17073,"Again and again I have passed over in my remembrance the different scenes of my short life: if the world is a stage and I merely an actor on it my part has been strange, and, alas tragical.",MWS
id16323,"The tide of love towards her appeared to flow again; he could never forget, how once he had been devoted to her, making her the shrine and storehouse wherein to place every thought and every sentiment.",MWS
id26916,"""What can I do?"" she cried, ""I am lost we are both for ever lost But come come with me, Lionel; here I must not stay, we can get a chaise at the nearest post house; yet perhaps we have time come, O come with me to save and protect me"" When I heard her piteous demands, while with disordered dress, dishevelled hair, and aghast looks, she wrung her hands the idea shot across me is she also mad? ""Sweet one,"" and I folded her to my heart, ""better repose than wander further; rest my beloved, I will make a fire you are chill.""",MWS
id21517,"I had left no shadow of a clew by which it would be possible to convict, or even to suspect me of the crime.",EAP
id00341,"Brown Jenkin, tough of sinew and with four tiny hands of daemoniac dexterity, had been busy while the witch was throttling him, and his efforts had been in vain.",HPL
id06236,"Thus ended my conference with the best of men, and immediately upon its termination, I betook myself with zeal to my poetical labors; as upon these, chiefly, I founded my hopes of ultimate elevation to the editorial chair.",EAP
id12177,"My street inquiries about ""the lovely widow, Madame Lalande,"" were supposed to refer to the younger lady, of course, and thus the conversation with the three gentlemen whom I encountered shortly after leaving Talbot's hotel will be easily explained, as also their allusion to Ninon De L'Enclos.",EAP
id08301,"Idleness had ever been irksome to me, and now that I wished to fly from reflection, and hated my former studies, I felt great relief in being the fellow pupil with my friend, and found not only instruction but consolation in the works of the orientalists.",MWS
id04326,"I now visited the accursed place with increased frequency; studying the unwholesome vegetation of the garden, examining all the walls of the building, and poring over every inch of the earthen cellar floor.",HPL
id22037,"He got in communication with Dr. Houghton of Aylesbury, who had attended Old Whateley in his last illness, and found much to ponder over in the grandfather's last words as quoted by the physician.",HPL
id23354,"It was of the size of life, and so perfect an imitation of the living animal that all the spectators were deceived.",EAP
id08740,My soul acquired tone acquired temper.,EAP
id17568,You minutely described in these papers every step you took in the progress of your work; this history was mingled with accounts of domestic occurrences.,MWS
id00358,"Neither mania nor degeneracy was visible in that gaze, and I felt beyond a doubt that I was viewing a face behind which lay an active mind of high order.",HPL
id26867,"He, the Fly, was very little better than he should be.",EAP
id14093,"I glanced at the painting hurriedly, and then closed my eyes.",EAP
id17902,Or were the townsfolk really so resentful about curious visitors?,HPL
id01026,"His Face, too full to be handsom, was likewise marred by the Effects of some scrofulous Disorder; and his Head was continually rolling about in a sort of convulsive way.",HPL
id21161,"You must have had occasion to observe how absolutely indispensable, of late years, to the thorough blackguard, has become the pocket handkerchief.""",EAP
id00719,"Not that she was ever serious upon this point and I mention the matter at all for no better reason than that it happens, just now, to be remembered.",EAP
id27394,"My poor love and I looked at each other, and our babes.",MWS
id19874,"These things she uttered as the shadows of the sweet twilight gathered darkly and more darkly around us and then, with a gentle pressure of her fairy like hand, overthrew, in a single sweet instant, all the argumentative fabric she had reared.",EAP
id18951,"When you have read these hastily scrawled pages you may guess, though never fully realise, why it is that I must have forgetfulness or death.",HPL
id01629,"The place was far from any road, and in sight of no other house, yet precautions were none the less necessary; since rumours of strange lights, started by chance nocturnal roamers, would soon bring disaster on our enterprise.",HPL
id04250,"The gruff voice said repeatedly 'sacré,' 'diable,' and once 'mon Dieu.' ""Jules Mignaud, banker, of the firm of Mignaud et Fils, Rue Deloraine.",EAP
id19731,"Now, uncle, all that Kate and myself wish at present, is that you would oblige us with your advice as as regards the time you know, uncle in short, when will it be most convenient for yourself, that the wedding shall shall come off, you know?"" ""Come off, you scoundrel what do you mean by that?",EAP
id25022,The next day I carefully wrapped the green jade amulet and sailed for Holland.,HPL
id14214,"Stupified and aghast, I had myself no power to move from the upright position I had assumed upon first hearing the shriek, and must have presented to the eyes of the agitated group a spectral and ominous appearance, as with pale countenance and rigid limbs, I floated down among them in that funereal gondola.",EAP
id00695,"But my chief delights were the sight of the flowers, the birds, and all the gay apparel of summer; when those deserted me, I turned with more attention towards the cottagers.",MWS
id20668,Consider the panic your departure will occasion.,MWS
id10997,"And when, on the morrow, she presented Elizabeth to me as her promised gift, I, with childish seriousness, interpreted her words literally and looked upon Elizabeth as mine mine to protect, love, and cherish.",MWS
id16989,"The genius of the stanzas to the ""Oil of Bob"" first breathed into me, I say, the divine afflatus.",EAP
id15492,"The tracks on the flooring were certainly vastly unlike the average prints of a rat, but even Choynski and Desrochers would not admit that they were like the prints of four tiny human hands.",HPL
id09307,"With her therefore, before me on my horse, attended only by the servant who was to re conduct her, we rode to the Top Kapou.",MWS
id12692,"It struck me as horribly like a sort of Oriental ceremony, with beating of drums and chanting of many voices.",HPL
id17711,"Shudderingly I felt that I knew what had obliterated the unfortunate servants, and could not exclude the things from my mind as I strove to observe other properties of the newly visible world that lies unseen around us.",HPL
id14567,"Since the original publication of Hans Pfaall, I find that Mr. Green, of Nassau balloon notoriety, and other late aeronauts, deny the assertions of Humboldt, in this respect, and speak of a decreasing inconvenience, precisely in accordance with the theory here urged in a mere spirit of banter.",EAP
id00730,"Elizabeth saw even this last resource, her excellent dispositions and irreproachable conduct, about to fail the accused, when, although violently agitated, she desired permission to address the court.",MWS
id15703,"Right at the front door, in a high backed leather bottomed armed chair, with crooked legs and puppy feet like the tables, is seated the old man of the house himself.",EAP
id23900,"These journals may excel the 'Lollipop' in outcry, but, in all other points, give us the 'Lollipop' How this celebrated Magazine can sustain its evidently tremendous expenses, is past comprehension.",EAP
id22812,"Instantly the outside knocking became a violent battering, while keys sounded ominously in the hall doors of the rooms on both sides of me.",HPL
id07431,"With sincerity and fervour he gave the required promise: as a pledge of continued favour, he received from his royal master a sum of money to defray pressing debts, and enable him to enter under good auspices his new career.",MWS
id22752,"Were it later for example, were it the year of our Lord eighteen hundred and forty five, we should be deprived of this extraordinary spectacle.",EAP
id11841,"The studied immovability of her countenance; her slow, equable manner, and soft but unmelodious voice, were a mask, hiding her fiery passions, and the impatience of her disposition.",MWS
id18717,"This person was the late William Channing Webb, Professor of Anthropology in Princeton University, and an explorer of no slight note.",HPL
id02181,"Modern discoveries, indeed, in what may be termed ethical magnetism or magnetoesthetics, render it probable that the most natural, and, consequently, the truest and most intense of the human affections are those which arise in the heart as if by electric sympathy in a word, that the brightest and most enduring of the psychal fetters are those which are riveted by a glance.",EAP
id14609,"His madness, or at least his partial perversion, seemed beyond dispute.",HPL
id22964,"Davis, an old time village practitioner, had of course seen both at the respective funerals, as indeed he had attended both Fenner and Sawyer in their last illnesses.",HPL
id17254,"Such is, to borrow the words of an eloquent and philosophic writer, ""the mode of existence decreed to a permanent body composed of transitory parts; wherein, by the disposition of a stupendous wisdom, moulding together the great mysterious incorporation of the human race, the whole, at one time, is never old, or middle aged, or young, but, in a condition of unchangeable constancy, moves on through the varied tenour of perpetual decay, fall, renovation, and progression.""",MWS
id19407,I have also me and the earth.,EAP
id04378,They left me in an hour's time.,MWS
id04351,Of the bruises upon the body of Madame L'Espanaye I do not speak.,EAP
id13651,"I was almost paralysed, but not too much so to make a feeble effort toward flight; a backward stumble which failed to break the spell in which the nameless, voiceless monster held me.",HPL
id25028,"They were of that vaster and more appalling universe of dim entity and consciousness which lies deeper than matter, time, and space, and whose existence we suspect only in certain forms of sleep those rare dreams beyond dreams which come never to common men, and but once or twice in the lifetime of imaginative men.",HPL
id05622,"Thus pain, which in the inorganic life is impossible, is possible in the organic.",EAP
id16981,Many projects entered my mind.,EAP
id10277,"Still, I was absolutely fascinated, and could not withdraw it, even for an instant.",EAP
id10986,That Crawford Tillinghast should ever have studied science and philosophy was a mistake.,HPL
id11755,"These figures were seldom completely human, but often approached humanity in varying degree.",HPL
id03709,"When, deceived by my weakness of vision, and the arts of the toilet, in respect to the age and charms of the strange lady, I demanded so enthusiastically of Talbot who she was, he concluded that I meant the younger beauty, as a matter of course, and so informed me, with perfect truth, that she was ""the celebrated widow, Madame Lalande.""",EAP
id13579,"By the way, who is Mr. Kissam?",EAP
id04267,As she departed I turned my eyes in an inquiring manner toward my host.,EAP
id27839,Now the direct inference from this is that the machine is not a pure machine.,EAP
id01519,The whole house was blazing.,EAP
id10596,Just at this time Adrian came down to us; his eager looks shewed us that he was full of some scheme.,MWS
id19101,"""Paul Dumas, physician, deposes that he was called to view the bodies about day break.",EAP
id12205,"I was pouring something from one test tube to another, and West was busy over the alcohol blast lamp which had to answer for a Bunsen burner in this gasless edifice, when from the pitch black room we had left there burst the most appalling and daemoniac succession of cries that either of us had ever heard.",HPL
id20573,"All was now confusion and despair but an effort was made to lighten the ship by throwing overboard as much of her cargo as could be reached, and by cutting away the two masts that remained.",EAP
id21568,"I feel confident he never would have dreamed of taking up his residence in Alexander the Great o nopolis had he been aware that, in Alexander the Great o nopolis, there lived a gentleman named John Smith if I rightly remember, who for many years had there quietly grown fat in editing and publishing the 'Alexander the Great o nopolis Gazette.'",EAP
id11142,"""To this horrible mystery there is not as yet, we believe, the slightest clew.""",EAP
id13658,"I was mad with excess of passionate devotion; but pride, tameless as fire, invested my nature, and prevented me from betraying myself by word or look.",MWS
id08055,"The women, too, it appears, were oddly deformed by a natural protuberance of the region just below the small of the back although, most unaccountably, this deformity was looked upon altogether in the light of a beauty.",EAP
id17194,"Twilight had now approached, but neither of us felt any wish to cease speaking.",HPL
id02677,"Now, then, did my spirit fully and freely burn with more than all the fires of her own.",EAP
id14107,"Wearied at length with observing its dull movement, I turned my eyes upon the other objects in the cell.",EAP
id23240,"The disposition of Idris was peculiarly frank, soft, and affectionate.",MWS
id25787,"The green woods waved their boughs majestically, while the dying were spread beneath their shade, answering the solemn melody with inharmonious cries.",MWS
id08174,"The most important portion in fact, the soul of the whole business, is yet to be attended to I allude to the filling up.",EAP
id14277,"""Here, then,"" said Dupin to me, ""you have precisely what you demand to make the ascendancy complete the robber's knowledge of the loser's knowledge of the robber.""",EAP
id03302,"I knew it could make no difference whether either of us held on at all; so I let him have the bolt, and went astern to the cask.",EAP
id02168,I paused to collect myself and then entered the chamber.,MWS
id09225,"Safie nursed her with the most devoted affection, but the poor girl died, and the Arabian was left alone, unacquainted with the language of the country and utterly ignorant of the customs of the world.",MWS
id07382,Her society was my chief solace and delight; and my spirits always rose at the expectation of seeing her.,MWS
id08518,"The rudder is also very much larger, in proportion, than that of the model; and the screw is considerably smaller.",EAP
id09365,The empire of the Mahometans in Europe was at its close.,MWS
id22052,"I arose, as I thought, a new man, and proceeded steadily and complacently on my unknown way.",EAP
id06291,A certain greasiness about the fellow increased my dislike.,HPL
id02901,"This complexion, the 'hitch' in the bandage, and the 'sailor's knot,' with which the bonnet ribbon is tied, point to a seaman.",EAP
id10160,"My uncle looked concerned, and paused in his unwrapping to study my countenance.",HPL
id13278,"Though hardly eager, they obeyed; and a deep boring was made.",HPL
id23870,I lay on the deck looking at the stars and listening to the dashing of the waves.,MWS
id04041,Raymond was actuated by far other feelings.,MWS
id13197,"""Madam"" ""Or a more delicate sense of the true beauties of Shakespeare?",EAP
id01524,"The sight seemed to displease him, for he began a series of weak curses which ended in a confidential whisper and a knowing leer.",HPL
id12865,"If, moreover, a body has risen to the surface through firing of cannon, it will not 'sink again if let alone,' until decomposition has so far progressed as to permit the escape of the generated gas.",EAP
id06499,"Then the old man made a signal to the half seen flute player in the darkness, which player thereupon changed its feeble drone to a scarce louder drone in another key; precipitating as it did so a horror unthinkable and unexpected.",HPL
id06561,"And in sooth some who beheld the portrait spoke of its resemblance in low words, as of a mighty marvel, and a proof not less of the power of the painter than of his deep love for her whom he depicted so surpassingly well.",EAP
id00802,"I believe the old villain loved me as his own child nearly if not quite as well as he loved Kate but it was a dog's existence that he led me, after all.",EAP
id13146,"Most of the night she spent here watching; towards morning she believed that she slept for a few minutes; some steps disturbed her, and she awoke.",MWS
id26469,"Thus long, I have cradled my heart in retrospection of past happiness, when hope was.",MWS
id17606,"Weak spirited women died of fear as they listened to their denunciations; men of robust form and seeming strength fell into idiotcy and madness, racked by the dread of coming eternity.",MWS
id08469,"I did not wish to refuse them; but in my heart of hearts, I made a vow to devote life, knowledge, and power, all of which, in as much as they were of any value, he had bestowed on me all, all my capacities and hopes, to him alone I would devote.",MWS
id24400,"In a minute afterward they relaxed, disclosing a bright line of the pearly teeth.",EAP
id10553,"The countenance was a surpassingly beautiful one Those large luminous eyes that proud Grecian nose those dark luxuriant curls ""Ah"" said I, exultingly to myself, ""this is indeed the speaking image of my beloved"" I turned the reverse, and discovered the words ""Eugenie Lalande aged twenty seven years and seven months.""",EAP
id08696,"I prepared myself for a multitude of reverses; my operations might be incessantly baffled, and at last my work be imperfect, yet when I considered the improvement which every day takes place in science and mechanics, I was encouraged to hope my present attempts would at least lay the foundations of future success.",MWS
id21464,"Scores of rabbits and guinea pigs had been killed and treated, but their trail was a blind one.",HPL
id17147,"""And here we must refer to an observation of Le Commerciel; an observation upon which I have already, in some measure, commented.",EAP
id02455,"Knowing little of the art myself, I was yet certain that none of his harmonies had any relation to music I had heard before; and concluded that he was a composer of highly original genius.",HPL
id23791,I do not die not having enjoyed life; for sixteen years I was happy: during the first months of my father's return I had enjoyed ages of pleasure: now indeed I am grown old in grief; my steps are feeble like those of age; I have become peevish and unfit for life; so having passed little more than twenty years upon the earth I am more fit for my narrow grave than many are when they reach the natural term of their lives.,MWS
id25710,"One summer night, after a thunderstorm of unprecedented violence, the countryside was aroused by a squatter stampede which no mere delusion could create.",HPL
id07028,"This was done by fellows who had no pocket handkerchief.""",EAP
id02446,"The least congenial Member was one of the Founders, Sir John Hawkins, who hath since written many misrepresentations of our Society.",HPL
id11894,"He was again in the cramped, violet litten peaked space with the slanting floor, the low cases of ancient books, the bench and table, the queer objects, and the triangular gulf at one side.",HPL
id25205,"She rushed towards him, she embraced him, blessing God for his preservation.",MWS
id24547,"He writhed beneath an injury he was unable to revenge; and he quitted England with a vow not to return, till the good time should arrive, when she might feel the power of him she now despised.",MWS
id16089,"She was evidently in the last stage of a dropsy; and her figure resembled nearly that of the huge puncheon of October beer which stood, with the head driven in, close by her side, in a corner of the chamber.",EAP
id11820,"Groping about the masonry just below the margin, I succeeded in dislodging a small fragment, and let it fall into the abyss.",EAP
id25819,"So The Street slept uneasily on, till one night there gathered in Petrovitch's Bakery and the Rifkin School of Modern Economics, and the Circle Social Club, and Liberty Café, and in other places as well, vast hordes of men whose eyes were big with horrible triumph and expectation.",HPL
id26876,"It now occurred to me that the bandage, or surcingle, which enveloped me, was unique.",EAP
id04862,"I had told them that I should not return until the morning, and had given them explicit orders not to stir from the house.",EAP
id27644,"Then came one January of fog and rain, when money ran low and drugs were hard to buy.",HPL
id06512,"I saw when I staggered to my feet that the amorphous flute player had rolled out of sight, but that two of the beasts were patiently standing by.",HPL
id16054,In establishing 'The Tea Pot' he expected to have the field all to himself.,EAP
id16062,"Then, in endeavouring to do violence to my own disposition, I made all worse than before.",MWS
id10880,"No sane person had even seen it, and few had ever felt it definitely.",HPL
id26705,He was remarkable in the entire and continuous profusion of good gifts ever lavished upon him by fortune.,EAP
id12452,"By means of the rudder, the machine was readily turned in any direction.",EAP
id15826,"I would have made a pilgrimage to the highest peak of the Andes, could I when there have precipitated him to their base.",MWS
id01105,"Any time the next morning you can call at the watch house and swear an assault.""",EAP
id16993,"""Last Thursday May th, I, my niece, and your two brothers, went to walk in Plainpalais.",MWS
id23632,"If our impulses were confined to hunger, thirst, and desire, we might be nearly free; but now we are moved by every wind that blows and a chance word or scene that that word may convey to us.",MWS
id23146,"For many days I have longed to disclose the mysterious presentiments that weigh on me, although I fear that you will ridicule them.",MWS
id04947,Had Gilman unconsciously succeeded better than he knew in his studies of space and its dimensions?,HPL
id19836,"The most sumptuous of these with wide terraced parterres extending back the whole way to Lafayette Street I took to be the home of Old Man Marsh, the afflicted refinery owner.",HPL
id08266,The one he had acquired in Greece; the other he had sacrificed to love.,MWS
id10413,"Owing to the abruptness of the change a wire was disconnected, which necessitated a delay of many minutes for repairs; but at length the light streamed on again, flooding the marine valley below me.",HPL
id26273,Organs of articulate sound did not proclaim the union of our hearts; for untoward circumstance allowed no opportunity for the expression that hovered on our lips.,MWS
id17694,"After he went to Ireland Barry wrote me often, and told me how under his care the grey castle was rising tower by tower to its ancient splendour; how the ivy was climbing slowly over the restored walls as it had climbed so many centuries ago, and how the peasants blessed him for bringing back the old days with his gold from over the sea.",HPL
id21248,"There were, it is true, exceptions; indeed, the horror which had caught the world's ear had happened in a treeless space remote alike from the mansion and from any connecting woods.",HPL
